run,fit1,node1,fit2,node2
1,60.88,20.35_-1.17_8.18_23.88_-35.00,58.75,17.21_-4.26_1.94_30.15_-29.01
1,58.75,17.21_-4.26_1.94_30.15_-29.01,55.8,17.21_-1.14_-1.14_30.15_-29.01
1,55.8,17.21_-1.14_-1.14_30.15_-29.01,31.9,20.35_1.92_1.92_8.19_-28.99
1,31.9,20.35_1.92_1.92_8.19_-28.99,27.95,17.21_5.04_-1.13_-1.14_-32.13
1,27.95,17.21_5.04_-1.13_-1.14_-32.13,27.95,17.21_5.04_-1.13_-1.14_-32.13
1,27.95,17.21_5.04_-1.13_-1.14_-32.13,24.02,10.93_5.05_-4.24_-1.16_-28.99
1,24.02,10.93_5.05_-4.24_-1.16_-28.99,24.02,10.93_5.05_-4.24_-1.16_-28.99
1,24.02,10.93_5.05_-4.24_-1.16_-28.99,24.02,10.93_5.05_-4.24_-1.16_-28.99
1,24.02,10.93_5.05_-4.24_-1.16_-28.99,9.05,7.79_-1.14_-1.11_-1.14_-22.71
1,9.05,7.79_-1.14_-1.11_-1.14_-22.71,6.65,7.79_-1.14_-1.13_-4.26_-16.43
1,6.65,7.79_-1.14_-1.13_-4.26_-16.43,6.65,7.79_-1.14_-1.13_-4.26_-16.43
1,6.65,7.79_-1.14_-1.13_-4.26_-16.43,3.45,4.66_-4.25_-4.24_-1.16_-10.14
1,3.45,4.66_-4.25_-4.24_-1.16_-10.14,-0.18,4.66_-4.24_-1.13_-1.14_-10.14
1,-0.18,4.66_-4.24_-1.13_-1.14_-10.14,-3.55,-1.52_-1.12_-1.11_-1.14_-13.28
1,-3.55,-1.52_-1.12_-1.11_-1.14_-13.28,-3.55,-1.52_-1.12_-1.11_-1.14_-13.28
1,-3.55,-1.52_-1.12_-1.11_-1.14_-13.28,-4.46,-1.52_-1.12_-1.13_5.03_-7.01
1,-4.46,-1.52_-1.12_-1.13_5.03_-7.01,-4.46,-1.52_-1.12_-1.13_5.03_-7.01
1,-4.46,-1.52_-1.12_-1.13_5.03_-7.01,-6.25,1.53_1.89_1.90_1.92_-7.00
1,-6.25,1.53_1.89_1.90_1.92_-7.00,-6.25,1.53_1.89_1.90_1.92_-7.00
1,-6.25,1.53_1.89_1.90_1.92_-7.00,-6.25,1.53_1.89_1.90_1.92_-7.00
1,-6.25,1.53_1.89_1.90_1.92_-7.00,-6.25,1.53_1.89_1.90_1.92_-7.00
1,-6.25,1.53_1.89_1.90_1.92_-7.00,-6.25,1.53_1.89_1.90_1.92_-7.00
1,-6.25,1.53_1.89_1.90_1.92_-7.00,-6.25,1.53_1.89_1.90_1.92_-7.00
1,-6.25,1.53_1.89_1.90_1.92_-7.00,-7.1,1.52_-1.12_1.89_1.92_-7.00
1,-7.1,1.52_-1.12_1.89_1.92_-7.00,-7.1,1.52_-1.12_1.89_1.92_-7.00
1,-7.1,1.52_-1.12_1.89_1.92_-7.00,-8.01,1.52_-1.12_-1.12_1.91_-7.00
1,-8.01,1.52_-1.12_-1.12_1.91_-7.00,-8.01,1.52_-1.12_-1.12_1.91_-7.00
1,-8.01,1.52_-1.12_-1.12_1.91_-7.00,-8.01,1.52_-1.12_-1.12_1.91_-7.00
1,-8.01,1.52_-1.12_-1.12_1.91_-7.00,-8.77,-1.52_-1.14_-4.23_-1.13_-0.75
1,-8.77,-1.52_-1.14_-4.23_-1.13_-0.75,-8.77,-1.52_-1.14_-4.23_-1.13_-0.75
1,-8.77,-1.52_-1.14_-4.23_-1.13_-0.75,-9.47,-1.53_1.88_-1.13_1.90_-3.87
1,-9.47,-1.53_1.88_-1.13_1.90_-3.87,-9.47,-1.53_1.88_-1.13_1.90_-3.87
1,-9.47,-1.53_1.88_-1.13_1.90_-3.87,-10.42,-1.52_-1.12_-1.12_1.90_-3.87
1,-10.42,-1.52_-1.12_-1.12_1.90_-3.87,-10.42,-1.52_-1.12_-1.12_1.90_-3.87
1,-10.42,-1.52_-1.12_-1.12_1.90_-3.87,-10.42,-1.52_-1.12_-1.12_1.90_-3.87
1,-10.42,-1.52_-1.12_-1.12_1.90_-3.87,-10.42,-1.52_-1.12_-1.12_1.90_-3.87
1,-10.42,-1.52_-1.12_-1.12_1.90_-3.87,-11.17,-1.52_-1.12_-1.11_-1.13_-3.86
1,-11.17,-1.52_-1.12_-1.11_-1.13_-3.86,-11.17,-1.52_-1.12_-1.11_-1.13_-3.86
1,-11.17,-1.52_-1.12_-1.11_-1.13_-3.86,-11.17,-1.52_-1.12_-1.11_-1.13_-3.86
1,-11.17,-1.52_-1.12_-1.11_-1.13_-3.86,-13.38,-1.52_-1.12_-1.11_-1.10_-0.75
1,-13.38,-1.52_-1.12_-1.11_-1.10_-0.75,-13.38,1.52_-1.12_-1.11_-1.10_-0.75
1,-13.38,1.52_-1.12_-1.11_-1.10_-0.75,-13.38,1.52_-1.12_-1.11_-1.10_-0.75
1,-13.38,1.52_-1.12_-1.11_-1.10_-0.75,-13.38,1.52_-1.12_-1.11_-1.10_-0.75
1,-13.38,1.52_-1.12_-1.11_-1.10_-0.75,-13.38,1.52_-1.12_-1.11_-1.10_-0.75
1,-13.38,1.52_-1.12_-1.11_-1.10_-0.75,-13.38,1.52_-1.12_-1.11_-1.10_-0.75
1,-13.38,1.52_-1.12_-1.11_-1.10_-0.75,-13.38,1.52_-1.12_-1.11_-1.10_-0.75
1,-13.38,1.52_-1.12_-1.11_-1.10_-0.75,-13.38,1.52_-1.12_-1.11_-1.10_-0.75
2,83.36,32.93_17.62_20.75_-26.22_-3.92,39.44,29.78_11.33_-7.41_11.30_-3.90
2,39.44,29.78_11.33_-7.41_11.30_-3.90,21.1,29.78_5.06_-4.26_5.02_-0.77
2,21.1,29.78_5.06_-4.26_5.02_-0.77,18.26,23.49_-1.17_-7.37_5.03_-0.78
2,18.26,23.49_-1.17_-7.37_5.03_-0.78,14.08,23.49_1.94_-4.24_5.02_-0.77
2,14.08,23.49_1.94_-4.24_5.02_-0.77,11.18,20.35_5.05_-1.16_5.01_-0.77
2,11.18,20.35_5.05_-1.16_5.01_-0.77,8.67,17.21_-1.16_5.02_-4.24_-0.77
2,8.67,17.21_-1.16_5.02_-4.24_-0.77,8.67,17.21_-1.16_5.02_-4.24_-0.77
2,8.67,17.21_-1.16_5.02_-4.24_-0.77,6.65,17.21_-4.28_5.02_-1.13_-0.75
