run,fit1,node1,fit2,node2
1,28.5,332.84_35.51_-43.47,1.07,-50.24_26.63_-32.60
1,1.07,-50.24_26.63_-32.60,1.07,-50.24_26.63_-32.60
1,1.07,-50.24_26.63_-32.60,1.07,-50.24_26.63_-32.60
1,1.07,-50.24_26.63_-32.60,0.93,-50.24_26.63_-21.73
1,0.93,-50.24_26.63_-21.73,0.93,-50.24_26.63_-21.73
1,0.93,-50.24_26.63_-21.73,0.92,-47.10_26.63_-27.17
1,0.92,-47.10_26.63_-27.17,0.83,43.96_35.51_10.87
1,0.83,43.96_35.51_10.87,0.8,40.82_35.51_16.30
1,0.8,40.82_35.51_16.30,0.69,40.82_31.07_10.87
1,0.69,40.82_31.07_10.87,0.27,21.98_22.19_10.87
1,0.27,21.98_22.19_10.87,0.2,18.84_17.75_10.87
1,0.2,18.84_17.75_10.87,0.2,18.84_17.75_10.87
1,0.2,18.84_17.75_10.87,0.2,18.84_17.75_10.87
1,0.2,18.84_17.75_10.87,0.14,18.84_13.32_5.43
1,0.14,18.84_13.32_5.43,0.1,18.84_4.44_5.43
1,0.1,18.84_4.44_5.43,0.1,18.84_4.44_5.43
1,0.1,18.84_4.44_5.43,0.09,15.70_8.88_5.43
1,0.09,15.70_8.88_5.43,0.09,3.14_17.75_5.43
1,0.09,3.14_17.75_5.43,0.09,3.14_17.75_5.43
1,0.09,3.14_17.75_5.43,0.08,3.14_13.32_10.87
1,0.08,3.14_13.32_10.87,0.03,3.14_8.88_5.43
1,0.03,3.14_8.88_5.43,0.01,3.14_4.44_0.00
1,0.01,3.14_4.44_0.00,0.01,3.14_4.44_0.00
1,0.01,3.14_4.44_0.00,0.0,0.00_0.00_0.00
1,0.0,0.00_0.00_0.00,0.0,0.00_0.00_0.00
1,0.0,0.00_0.00_0.00,0.0,0.00_0.00_0.00
1,0.0,0.00_0.00_0.00,0.0,0.00_0.00_0.00
1,0.0,0.00_0.00_0.00,0.0,0.00_0.00_0.00
2,151.19,229.19_-488.11_559.48,27.14,317.14_35.51_81.50
2,27.14,317.14_35.51_81.50,26.72,314.00_39.95_81.50
2,26.72,314.00_39.95_81.50,7.89,-21.98_-173.10_-32.60
2,7.89,-21.98_-173.10_-32.60,7.47,-18.84_-168.66_-32.60
2,7.47,-18.84_-168.66_-32.60,6.97,-12.56_-164.22_-27.17
2,6.97,-12.56_-164.22_-27.17,6.55,-12.56_-159.78_-21.73
2,6.55,-12.56_-159.78_-21.73,6.52,-15.70_-159.78_-16.30
2,6.52,-15.70_-159.78_-16.30,6.48,-18.84_-159.78_0.00
2,6.48,-18.84_-159.78_0.00,5.79,-18.84_-150.91_0.00
2,5.79,-18.84_-150.91_0.00,5.43,-15.70_-146.47_0.00
2,5.43,-15.70_-146.47_0.00,5.42,-9.42_-146.47_-10.87
2,5.42,-9.42_-146.47_-10.87,5.42,-9.42_-146.47_-10.87
2,5.42,-9.42_-146.47_-10.87,5.39,-9.42_-146.47_0.00
2,5.39,-9.42_-146.47_0.00,4.48,-12.56_-133.15_0.00
