run,fit1,node1,fit2,node2
1,-644.91,203.81_-25.88_420.97,-901.6,420.97_65.55_420.97
1,-901.6,420.97_65.55_420.97,-1039.81,420.97_203.81_420.97
1,-1039.81,420.97_203.81_420.97,-1039.81,420.97_203.81_420.97
1,-1039.81,420.97_203.81_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
1,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
2,-704.23,203.81_-302.52_203.81,-743.7,203.81_-124.83_420.97
2,-743.7,203.81_-124.83_420.97,-783.16,65.55_-302.52_420.97
2,-783.16,65.55_-302.52_420.97,-801.42,203.81_-500.00_420.97
2,-801.42,203.81_-500.00_420.97,-1018.55,420.97_-500.00_420.97
2,-1018.55,420.97_-500.00_420.97,-1018.55,420.97_-500.00_420.97
2,-1018.55,420.97_-500.00_420.97,-1018.55,420.97_-500.00_420.97
2,-1018.55,420.97_-500.00_420.97,-1138.51,420.97_-302.52_420.97
2,-1138.51,420.97_-302.52_420.97,-1138.51,420.97_-302.52_420.97
2,-1138.51,420.97_-302.52_420.97,-1138.51,420.97_-302.52_420.97
2,-1138.51,420.97_-302.52_420.97,-1138.51,420.97_-302.52_420.97
2,-1138.51,420.97_-302.52_420.97,-1138.51,420.97_-302.52_420.97
2,-1138.51,420.97_-302.52_420.97,-1138.51,420.97_-302.52_420.97
2,-1138.51,420.97_-302.52_420.97,-1138.51,420.97_-302.52_420.97
2,-1138.51,420.97_-302.52_420.97,-1138.51,420.97_-302.52_420.97
2,-1138.51,420.97_-302.52_420.97,-1138.51,420.97_-302.52_420.97
3,-704.23,203.81_203.81_-302.52,-704.23,203.81_203.81_-302.52
3,-704.23,203.81_203.81_-302.52,-921.37,203.81_420.97_-302.52
3,-921.37,203.81_420.97_-302.52,-960.84,420.97_420.97_-124.83
3,-960.84,420.97_420.97_-124.83,-960.84,420.97_420.97_-124.83
3,-960.84,420.97_420.97_-124.83,-960.84,420.97_420.97_-124.83
3,-960.84,420.97_420.97_-124.83,-1138.51,420.97_420.97_-302.52
3,-1138.51,420.97_420.97_-302.52,-1138.51,420.97_420.97_-302.52
3,-1138.51,420.97_420.97_-302.52,-1138.51,420.97_420.97_-302.52
3,-1138.51,420.97_420.97_-302.52,-1138.51,420.97_420.97_-302.52
3,-1138.51,420.97_420.97_-302.52,-1138.51,420.97_420.97_-302.52
3,-1138.51,420.97_420.97_-302.52,-1138.51,420.97_420.97_-302.52
3,-1138.51,420.97_420.97_-302.52,-1256.95,420.97_420.97_420.97
3,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
3,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
3,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
3,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
3,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
3,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-565.94,-25.88_-124.83_420.97,-842.4,-124.83_-302.52_420.97
4,-842.4,-124.83_-302.52_420.97,-1020.07,-302.53_-302.52_420.97
4,-1020.07,-302.53_-302.52_420.97,-1020.07,-302.52_-302.52_420.97
4,-1020.07,-302.52_-302.52_420.97,-1020.07,-302.52_-302.52_420.97
4,-1020.07,-302.52_-302.52_420.97,-1020.07,-302.52_-302.52_420.97
4,-1020.07,-302.52_-302.52_420.97,-1020.07,-302.52_-302.52_420.97
4,-1020.07,-302.52_-302.52_420.97,-1039.81,420.97_203.81_420.97
4,-1039.81,420.97_203.81_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
4,-1256.95,420.97_420.97_420.97,-1256.95,420.97_420.97_420.97
5,-644.91,203.81_420.97_-25.88,-743.7,203.81_420.97_-124.83
5,-743.7,203.81_420.97_-124.83,-1138.51,420.97_420.97_-302.52
5,-1138.51,420.97_420.97_-302.52,-1138.51,420.97_420.97_-302.52
5,-1138.51,420.97_420.97_-302.52,-1138.51,420.97_420.97_-302.52
5,-1138.51,420.97_420.97_-302.52,-1138.51,420.97_420.97_-302.52
