run,fit1,node1,fit2,node2
1,141.44,20.35_-4.30_20.73_20.75_-29.38_33.30_11.35_21.15,113.84,7.82_-13.66_8.21_30.15_-19.98_33.29_5.05_2.33
1,113.84,7.82_-13.66_8.21_30.15_-19.98_33.29_5.05_2.33,98.09,14.07_-4.26_1.94_30.14_1.96_30.15_14.46_-0.78
1,98.09,14.07_-4.26_1.94_30.14_1.96_30.15_14.46_-0.78,97.26,10.93_-4.28_-7.41_30.14_8.22_33.28_5.06_-3.89
1,97.26,10.93_-4.28_-7.41_30.14_8.22_33.28_5.06_-3.89,82.09,10.94_-7.39_-1.17_27.00_-1.17_23.86_11.33_-7.03
1,82.09,10.94_-7.39_-1.17_27.00_-1.17_23.86_11.33_-7.03,57.38,14.09_-13.67_-7.42_17.58_-1.17_14.43_1.94_-7.00
1,57.38,14.09_-13.67_-7.42_17.58_-1.17_14.43_1.94_-7.00,44.19,14.10_-19.95_-10.54_8.17_1.94_8.16_-4.26_-3.88
1,44.19,14.10_-19.95_-10.54_8.17_1.94_8.16_-4.26_-3.88,44.19,14.10_-19.95_-10.54_8.17_1.94_8.16_-4.26_-3.88
1,44.19,14.10_-19.95_-10.54_8.17_1.94_8.16_-4.26_-3.88,43.9,10.95_-13.68_-16.80_8.18_1.91_-1.15_-10.51_-7.03
1,43.9,10.95_-13.68_-16.80_8.18_1.91_-1.15_-10.51_-7.03,43.9,10.95_-13.68_-16.80_8.18_1.91_-1.15_-10.51_-7.03
1,43.9,10.95_-13.68_-16.80_8.18_1.91_-1.15_-10.51_-7.03,43.9,10.95_-13.68_-16.80_8.18_1.91_-1.15_-10.51_-7.03
1,43.9,10.95_-13.68_-16.80_8.18_1.91_-1.15_-10.51_-7.03,38.95,7.82_-13.67_-13.66_5.04_1.93_-7.38_-7.40_-10.15
1,38.95,7.82_-13.67_-13.66_5.04_1.93_-7.38_-7.40_-10.15,38.95,7.82_-13.67_-13.66_5.04_1.93_-7.38_-7.40_-10.15
1,38.95,7.82_-13.67_-13.66_5.04_1.93_-7.38_-7.40_-10.15,34.95,7.82_-13.67_-13.66_5.04_1.93_-4.25_-7.39_-10.15
1,34.95,7.82_-13.67_-13.66_5.04_1.93_-4.25_-7.39_-10.15,23.52,1.55_-4.26_-10.51_-1.14_-1.13_5.04_-13.66_-13.30
1,23.52,1.55_-4.26_-10.51_-1.14_-1.13_5.04_-13.66_-13.30,17.1,1.55_-4.26_-10.51_-1.15_1.89_1.92_-10.53_-13.30
1,17.1,1.55_-4.26_-10.51_-1.15_1.89_1.92_-10.53_-13.30,7.48,4.65_-1.13_-1.14_-7.37_1.94_8.16_-4.27_-7.01
1,7.48,4.65_-1.13_-1.14_-7.37_1.94_8.16_-4.27_-7.01,5.23,4.65_-1.13_-1.14_-7.37_-1.16_8.16_-4.26_-3.88
1,5.23,4.65_-1.13_-1.14_-7.37_-1.16_8.16_-4.26_-3.88,3.72,4.65_1.90_-1.15_-7.37_-1.16_8.15_-1.16_-3.86
1,3.72,4.65_1.90_-1.15_-7.37_-1.16_8.15_-1.16_-3.86,-0.66,4.65_-1.13_-1.13_-4.23_1.93_8.16_-4.25_-0.77
1,-0.66,4.65_-1.13_-1.13_-4.23_1.93_8.16_-4.25_-0.77,-2.67,4.66_-4.25_-4.25_-4.24_1.93_5.01_-1.13_-0.75
1,-2.67,4.66_-4.25_-4.25_-4.24_1.93_5.01_-1.13_-0.75,-5.25,4.65_-1.15_-4.24_-4.24_1.93_5.01_-1.13_-0.75
1,-5.25,4.65_-1.15_-4.24_-4.24_1.93_5.01_-1.13_-0.75,-8.59,4.65_-1.15_-4.23_-1.14_1.90_5.01_-1.13_-0.75
1,-8.59,4.65_-1.15_-4.23_-1.14_1.90_5.01_-1.13_-0.75,-11.57,4.65_1.90_-1.13_1.89_1.91_5.01_-1.13_-0.75
1,-11.57,4.65_1.90_-1.13_1.89_1.91_5.01_-1.13_-0.75,-12.11,4.67_5.02_-1.14_1.88_-1.13_1.89_1.88_-0.76
1,-12.11,4.67_5.02_-1.14_1.88_-1.13_1.89_1.88_-0.76,-12.11,4.67_5.02_-1.14_1.88_-1.13_1.89_1.88_-0.76
1,-12.11,4.67_5.02_-1.14_1.88_-1.13_1.89_1.88_-0.76,-13.08,4.67_5.02_-1.14_1.88_-1.13_1.88_-1.11_-0.75
1,-13.08,4.67_5.02_-1.14_1.88_-1.13_1.88_-1.11_-0.75,-13.08,4.67_5.02_-1.14_1.88_-1.13_1.88_-1.11_-0.75
1,-13.08,4.67_5.02_-1.14_1.88_-1.13_1.88_-1.11_-0.75,-13.08,4.67_5.02_-1.14_1.88_-1.13_1.88_-1.11_-0.75
1,-13.08,4.67_5.02_-1.14_1.88_-1.13_1.88_-1.11_-0.75,-13.08,4.67_5.02_-1.14_1.88_-1.13_1.88_-1.11_-0.75
1,-13.08,4.67_5.02_-1.14_1.88_-1.13_1.88_-1.11_-0.75,-15.42,1.55_5.01_-1.13_-1.11_-1.12_1.88_-1.11_-0.75
1,-15.42,1.55_5.01_-1.13_-1.11_-1.12_1.88_-1.11_-0.75,-15.42,1.55_5.01_-1.13_-1.11_-1.12_1.88_-1.11_-0.75
1,-15.42,1.55_5.01_-1.13_-1.11_-1.12_1.88_-1.11_-0.75,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75
1,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75
1,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75
1,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75
1,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75
1,-16.45,1.55_5.01_-1.13_-1.11_-1.11_-1.11_-1.10_-0.75,-21.17,1.53_1.88_-1.12_-1.11_-1.11_-1.11_-1.10_-0.75
1,-21.17,1.53_1.88_-1.12_-1.11_-1.11_-1.11_-1.10_-0.75,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75
1,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75
1,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75
1,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75
1,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75
1,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75
1,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75
1,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75,-22.13,1.52_-1.12_-1.11_-1.11_-1.11_-1.11_-1.10_-0.75
2,107.56,-26.64_-4.29_-7.41_30.15_11.35_23.86_-4.30_-19.57,107.56,-26.64_-4.29_-7.41_30.15_11.35_23.86_-4.30_-19.57
2,107.56,-26.64_-4.29_-7.41_30.15_11.35_23.86_-4.30_-19.57,91.02,-26.64_-1.14_-1.14_20.72_8.22_30.14_1.95_-16.43
2,91.02,-26.64_-1.14_-1.14_20.72_8.22_30.14_1.95_-16.43,87.83,-32.92_-13.70_-16.81_14.45_5.08_17.58_11.31_-0.78
2,87.83,-32.92_-13.70_-16.81_14.45_5.08_17.58_11.31_-0.78,48.72,-26.64_-7.42_-10.52_-1.17_8.17_14.44_5.05_-3.89
2,48.72,-26.64_-7.42_-10.52_-1.17_8.17_14.44_5.05_-3.89,32.28,-23.50_-10.56_-16.80_-1.14_-1.13_5.01_1.92_2.30
2,32.28,-23.50_-10.56_-16.80_-1.14_-1.13_5.01_1.92_2.30,32.28,-23.50_-10.56_-16.80_-1.14_-1.13_5.01_1.92_2.30
2,32.28,-23.50_-10.56_-16.80_-1.14_-1.13_5.01_1.92_2.30,28.38,-20.36_-10.54_-7.39_1.91_-1.15_11.29_1.93_-3.87
2,28.38,-20.36_-10.54_-7.39_1.91_-1.15_11.29_1.93_-3.87,28.38,-20.36_-10.54_-7.39_1.91_-1.15_11.29_1.93_-3.87
2,28.38,-20.36_-10.54_-7.39_1.91_-1.15_11.29_1.93_-3.87,19.94,-17.22_-10.53_-4.26_1.90_-1.15_11.29_-1.13_-0.75
2,19.94,-17.22_-10.53_-4.26_1.90_-1.15_11.29_-1.13_-0.75,4.23,-14.07_-4.27_5.03_-4.25_-4.24_1.91_1.88_-0.76
2,4.23,-14.07_-4.27_5.03_-4.25_-4.24_1.91_1.88_-0.76,-0.62,-7.80_5.03_-1.15_-4.23_-1.13_-1.13_5.02_5.45
2,-0.62,-7.80_5.03_-1.15_-4.23_-1.13_-1.13_5.02_5.45,-4.37,-7.79_1.93_-4.23_-1.13_-1.11_-1.13_5.02_5.45
2,-4.37,-7.79_1.93_-4.23_-1.13_-1.11_-1.13_5.02_5.45,-4.37,-7.79_1.93_-4.23_-1.13_-1.11_-1.13_5.02_5.45
2,-4.37,-7.79_1.93_-4.23_-1.13_-1.11_-1.13_5.02_5.45,-9.57,-4.65_1.93_-4.23_-1.14_1.88_-1.13_1.91_5.43
2,-9.57,-4.65_1.93_-4.23_-1.14_1.88_-1.13_1.91_5.43,-9.57,-4.65_1.93_-4.23_-1.14_1.88_-1.13_1.91_5.43
2,-9.57,-4.65_1.93_-4.23_-1.14_1.88_-1.13_1.91_5.43,-12.38,-1.53_1.91_-4.23_-1.14_1.88_-1.12_-1.13_5.43
