run,fit1,node1,fit2,node2
1,5.0,01100101101100101000,1.0,01100101101000111000
1,1.0,01100101101000111000,1.0,01110100101000111000
1,1.0,01110100101000111000,1.0,01100100101010111111
1,1.0,01100100101010111111,1.0,01100100101010111111
1,1.0,01100100101010111111,1.0,01111100100010111100
1,1.0,01111100100010111100,1.0,01110100101000111000
1,1.0,01110100101000111000,1.0,01110100101000111000
1,1.0,01110100101000111000,1.0,01110000101110110010
1,1.0,01110000101110110010,1.0,01100001101110110010
1,1.0,01100001101110110010,1.0,01100001101110110010
1,1.0,01100001101110110010,1.0,01101001101010011010
1,1.0,01101001101010011010,1.0,01111000101010011010
1,1.0,01111000101010011010,1.0,01110101101010000010
1,1.0,01110101101010000010,1.0,01110101101010000010
1,1.0,01110101101010000010,1.0,01111101100110010010
1,1.0,01111101100110010010,1.0,00110101100110010110
1,1.0,00110101100110010110,1.0,01110000110110110110
1,1.0,01110000110110110110,1.0,01110000110110110110
1,1.0,01110000110110110110,1.0,01110010000110010110
1,1.0,01110010000110010110,1.0,11110010000110000101
1,1.0,11110010000110000101,1.0,11110110010110000011
1,1.0,11110110010110000011,1.0,11110100010111000011
1,1.0,11110100010111000011,1.0,11110100010111000011
1,1.0,11110100010111000011,1.0,01111100001111000000
1,1.0,01111100001111000000,1.0,11111000100111100001
1,1.0,11111000100111100001,1.0,11111000000101100100
1,1.0,11111000000101100100,1.0,00111000001101100111
1,1.0,00111000001101100111,1.0,10100101101100100111
1,1.0,10100101101100100111,1.0,10100101101100101001
1,1.0,10100101101100101001,1.0,10100101101100101001
1,1.0,10100101101100101001,1.0,10100101101100101001
1,1.0,10100101101100101001,1.0,10100000111110111011
1,1.0,10100000111110111011,1.0,10101000110111111011
1,1.0,10101000110111111011,1.0,10101101110111100010
1,1.0,10101101110111100010,1.0,10101101011101000000
1,1.0,10101101011101000000,1.0,10100101101001010011
1,1.0,10100101101001010011,1.0,11101101110001010011
1,1.0,11101101110001010011,1.0,11001111010011010001
1,1.0,11001111010011010001,1.0,11111100010011010010
1,1.0,11111100010011010010,1.0,11101000010111011011
1,1.0,11101000010111011011,1.0,01100000110111111011
1,1.0,01100000110111111011,1.0,01100000110111111011
1,1.0,01100000110111111011,1.0,10101101110111100010
1,1.0,10101101110111100010,1.0,01100101110111100010
1,1.0,01100101110111100010,1.0,01100011110011000010
1,1.0,01100011110011000010,1.0,01101011100001001000
1,1.0,01101011100001001000,1.0,11111010110000001001
1,1.0,11111010110000001001,1.0,11010010110001001000
1,1.0,11010010110001001000,1.0,01110100110011001011
1,1.0,01110100110011001011,1.0,01111001000001001011
1,1.0,01111001000001001011,1.0,01111001000001001011
1,1.0,01111001000001001011,1.0,01111001010101000001
1,1.0,01111001010101000001,1.0,01110110011100000000
1,1.0,01110110011100000000,1.0,00111010011110100010
